,,,,Player 1,,Player 2,,Player 3,,Player 4,
2024-10-10,Paris,4,19,PLGS004,36900,USXX002,1800,FRXX052,-12200,CAWC002,-26500
2024-10-10,Paris,4,20,FRXX072,29800,FRXX008,15100,FRXX001,-8100,PT00001,-36800
2024-10-10,Paris,4,21,SEWRL01,31500,BEXX007,7000,GBXX018,-7600,FRXX069,-30900
2024-10-10,Paris,4,22,USWC003,28000,FRXX060,7800,FRXX066,-3300,FRXX068,-32500
2024-10-10,Paris,4,23,PLGS001,28100,FRXX007,-7400,FIWRL01,-9000,FRXX070,-31700
2024-10-10,Paris,4,24,BEXX038,36200,FRXX063,8600,PLXX040,-16900,BEXX030,-27900
2024-10-10,Paris,4,25,DEWRL01,20500,FRWC006,8600,GBXX013,-8800,FRXX053,-20300
2024-10-10,Paris,4,26,GBXX053,26700,DEXX054,6100,CNXX001,-11100,BEXX006,-21700
2024-10-10,Paris,5,1,FRXX038,35100,FRPA001,16700,PLXX032,-17800,NLXX007,-34000
2024-10-10,Paris,5,2,SGXX002,25400,CAWC002,6600,PT00009,-9200,GBXX053,-22800
2024-10-10,Paris,5,3,FRXX070,32500,CHWC002,18600,NLWC004,-1700,FRXX061,-49400
2024-10-10,Paris,5,4,USXX001,27800,FRXX052,14200,FRXX067,-9400,JPXX002,-32600
2024-10-10,Paris,5,5,FRWC005,32500,FRXX072,16800,USWC003,-8000,SEWRL01,-41300
2024-10-10,Paris,5,6,FRXX022,47500,FRXX007,14100,BEXX030,-13700,BEWRL01,-47900
2024-10-10,Paris,5,7,GBWC002,32700,FRXX063,7900,PLGS002,-9800,FRWC006,-30800
2024-10-10,Paris,5,8,CNXX001,22800,FRXX002,10800,UAXX004,-9700,FRXX069,-23900
2024-10-10,Paris,5,9,NLXX020,57100,USXX004,-5200,GBXX018,-17400,FRXX062,-34500
2024-10-10,Paris,5,10,FRXX071,26700,FRXX009,10800,DEXX054,-2800,FRXX059,-34700
2024-10-10,Paris,5,11,BEXX014,32300,CHXX004,12200,BEXX006,-5600,FRWC004,-38900
2024-10-10,Paris,5,12,PT00008,25500,DEWRL01,-17000,DECO004,-9000,PLKR003,-19500
2024-10-10,Paris,5,13,BEXX007,27300,CAXX002,4900,FRXX014,-5400,FRXX040,-26800
2024-10-10,Paris,5,14,PLXX051,32700,PLGS009,0,USWC008,-10300,FRXX053,-22400
2024-10-10,Paris,5,15,BEXX005,33600,SEXX006,8800,FRXX047,-7500,NLXX006,-34900
2024-10-10,Paris,5,16,USXX002,28800,PLGS001,4800,SEXX007,-11100,PLKR012,-22500
2024-10-10,Paris,5,17,JPWC005,73600,USXX003,-900,FRXX058,-21500,BEXX038,-51200
2024-10-10,Paris,5,18,CHXX007,23700,FRWRL01,7900,FRXX008,-10300,FRXX036,-21300
2024-10-10,Paris,5,19,GBXX013,31100,FRXX011,15500,NLXX015,-16200,FIWRL01,-30400
2024-10-10,Paris,5,20,ATXX002,34200,SEWC001,5500,FRXX064,-6000,PLXX016,-33700
2024-10-10,Paris,5,21,FRXX001,35400,PLXX040,19600,SGXX001,-5100,FRXX068,-49900
2024-10-10,Paris,5,22,FIXX003,52100,JPWC008,8600,PLGS004,-14700,FRXX015,-46000
2024-10-10,Paris,5,23,FRXX021,34000,FRXX060,15700,FRXX065,-17000,UAXX059,-32700
2024-10-10,Paris,5,24,DEWRL02,47400,JPWC032,-2800,FRXX044,-13000,CAXX001,-31600
2024-10-10,Paris,5,25,NLXX014,42900,FRXX018,8900,PT00001,-20000,BEXX037,-31800
2024-10-10,Paris,5,26,FRXX006,25700,UAXX010,10100,FRXX066,-12500,UAXX018,-23300
2024-10-10,Paris,6,1,BEXX006,31500,FRXX015,14700,PLXX051,-11800,USXX004,-34400
2024-10-10,Paris,6,2,CAXX001,32900,PT00009,14600,FRWC005,-12500,UAXX010,-35000
2024-10-10,Paris,6,3,FRXX022,24100,SGXX002,13100,FRXX063,-7400,FRXX067,-29800
2024-10-10,Paris,6,4,FRXX052,24100,DEWRL01,5200,FRXX006,-5200,ATXX002,-24100
2024-10-10,Paris,6,5,FRXX066,43400,BEXX007,3800,CHWC002,-6400,FRXX071,-40800
2024-10-10,Paris,6,6,GBXX013,20600,PLGS009,9700,DECO004,-4200,NLXX006,-26100
2024-10-10,Paris,6,7,NLXX020,34400,NLXX014,18300,PLGS002,-14900,BEXX038,-37800
2024-10-10,Paris,6,8,BEWRL01,23600,PLGS004,9700,CAXX002,-10300,SGXX001,-23000
2024-10-10,Paris,6,9,UAXX059,48300,CHXX007,3200,BEXX037,-13500,PLKR012,-38000
2024-10-10,Paris,6,10,USXX001,34000,FRXX065,13400,CHXX004,-15500,SEXX006,-31900
2024-10-10,Paris,6,11,JPXX002,35700,FRXX044,1400,NLWC004,-9900,PT00001,-27200
2024-10-10,Paris,6,12,PT00008,34900,PLXX040,15700,FRXX014,-19000,FRWRL01,-31600
2024-10-10,Paris,6,13,FRXX008,28800,JPWC032,17400,SEWC001,-1800,NLXX015,-44400
2024-10-10,Paris,6,14,BEXX014,36700,PLKR003,8600,USXX002,-11700,JPWC005,-33600
2024-10-10,Paris,6,15,PLXX032,41300,PLGS001,7100,SEWRL01,-9100,DEWRL02,-39300
2024-10-10,Paris,6,16,FRXX070,42500,CNXX001,6400,FRXX059,-11100,FRXX068,-37800
2024-10-10,Paris,6,17,UAXX004,36400,FRWC006,12100,BEXX005,-17000,FRXX038,-31500
2024-10-10,Paris,6,18,FRXX018,35500,FRXX021,3300,BEXX030,-28600,UAXX018,-30200
2024-10-10,Paris,6,19,FRXX058,31000,GBXX053,8300,FRXX036,-12500,FRXX061,-26800
2024-10-10,Paris,6,20,GBWC002,30800,FRXX011,1800,GBXX018,-9500,SEXX007,-23100
2024-10-10,Paris,6,21,FRXX009,37500,FRXX007,1900,FRWC004,-9800,FRXX047,-29600
2024-10-10,Paris,6,22,FRXX040,41300,USXX003,4200,FRXX060,-8600,FRXX064,-36900
2024-10-10,Paris,6,23,FIWRL01,28000,FRXX053,7800,PLXX016,-5700,FRXX072,-30100
2024-10-10,Paris,6,24,FRXX062,34400,CAWC002,18300,FRXX069,-14800,DEXX054,-37900
2024-10-10,Paris,6,25,FIXX003,22800,FRXX001,8400,FRPA001,-9500,USWC008,-21700
2024-10-10,Paris,6,26,JPWC008,47400,USWC003,10100,NLXX007,-9700,FRXX002,-47800
2024-10-10,Paris,7,1,FRXX021,35400,JPXX002,14500,SGXX001,-12200,NLXX007,-37700
2024-10-10,Paris,7,2,GBXX013,31600,USXX002,8200,DEWRL02,-14200,CHXX007,-25600
2024-10-10,Paris,7,3,FIWRL01,24000,PLXX032,10200,BEXX007,-11500,UAXX004,-22700
2024-10-10,Paris,7,4,FRWRL01,20000,PLKR003,8800,CAWC002,-5100,BEXX006,-23700
2024-10-10,Paris,7,5,FRXX002,27400,CAXX001,10500,FRXX001,-13400,BEXX038,-24500
2024-10-10,Paris,7,6,FRXX008,32900,FRXX040,10900,FRXX063,-9200,ATXX002,-34600
2024-10-10,Paris,7,7,FRXX038,24500,FRXX053,13100,FRXX006,-12500,GBXX053,-25100
2024-10-10,Paris,7,8,DEWRL01,26800,CNXX001,9300,FRXX015,-8400,FRXX036,-27700
2024-10-10,Paris,7,9,DEXX054,34200,CAXX002,2200,UAXX018,-8500,FRXX022,-27900
2024-10-10,Paris,7,10,SEWC001,23600,PLGS001,11000,PLGS009,-12100,PLGS002,-22500
2024-10-10,Paris,7,11,USWC003,38300,USXX001,2600,USWC008,-7600,FRXX014,-33300
2024-10-10,Paris,7,12,BEXX014,42600,FRXX044,22300,FRXX061,-5400,FRXX066,-59500
2024-10-10,Paris,7,13,FRWC005,27600,FRXX058,5800,NLWC004,-7000,NLXX015,-26400
2024-10-10,Paris,7,14,JPWC005,34100,FRXX062,19200,PT00001,-20400,SEXX007,-32900
2024-10-10,Paris,7,15,PLXX051,64100,FRXX059,900,PLGS004,-14200,JPWC032,-50800
2024-10-10,Paris,7,16,FRXX072,21900,FRXX009,4100,PT00009,-6800,PLKR012,-19200
2024-10-10,Paris,7,17,USXX004,23100,FRXX065,11700,FRXX070,-10400,FRWC004,-24400
2024-10-10,Paris,7,18,UAXX010,34300,FRWC006,15900,DECO004,-5700,SGXX002,-64500
2024-10-10,Paris,7,19,FRXX007,17700,FRXX060,5500,NLXX006,-11600,FRXX067,-11600
2024-10-10,Paris,7,20,PLXX040,20900,FRXX071,8700,FRXX064,-9000,FRXX052,-20600
2024-10-10,Paris,7,21,GBWC002,20100,BEXX005,9100,NLXX014,-4000,PLXX016,-25200
2024-10-10,Paris,7,22,FRXX011,21100,FRXX068,8500,BEXX030,-8500,PT00008,-21100
2024-10-10,Paris,7,23,FIXX003,44700,USXX003,4900,SEWRL01,-9900,BEXX037,-39700
2024-10-10,Paris,7,24,CHWC002,31700,CHXX004,15100,FRXX069,-35000,BEWRL01,-31800
2024-10-10,Paris,7,25,UAXX059,26000,GBXX018,14800,SEXX006,-11400,FRPA001,-29400
2024-10-10,Paris,7,26,JPWC008,26300,FRXX047,10700,NLXX020,-6200,FRXX018,-30800
2024-10-10,Paris,8,1,PLXX016,29500,CAXX002,11100,FRXX058,-9200,CNXX001,-31400
2024-10-10,Paris,8,2,NLXX006,26900,BEWRL01,2700,PLXX040,-9400,FRXX036,-20200
2024-10-10,Paris,8,3,FRXX015,29200,FRXX059,14300,CHXX007,-16600,CHWC002,-26900
2024-10-10,Paris,8,4,FIWRL01,43700,FRXX038,3200,UAXX018,-11500,SEWC001,-35400
2024-10-10,Paris,8,5,JPWC005,38600,FRPA001,17100,GBXX053,-6000,FRXX008,-49700
2024-10-10,Paris,8,6,FRWRL01,75600,FRXX002,14000,FRXX022,-32300,FRWC006,-57300
2024-10-10,Paris,8,7,FRXX063,31000,FRXX001,13100,FRXX044,-5000,SEXX006,-39100
2024-10-10,Paris,8,8,PT00009,33700,NLXX015,16100,SGXX001,-11600,USXX003,-38200
2024-10-10,Paris,8,9,UAXX059,31100,NLXX007,500,BEXX005,-9800,FRXX072,-21800
2024-10-10,Paris,8,10,PLGS002,26100,FRXX061,10900,PLGS004,-7900,PLKR012,-29100
2024-10-10,Paris,8,11,JPWC008,22100,FRXX067,-10300,FRXX066,-3700,DEWRL01,-28100
2024-10-10,Paris,8,12,GBXX013,23400,CAXX001,12600,PT00001,-10400,GBWC002,-25600
2024-10-10,Paris,8,13,FRXX065,25800,SGXX002,7200,BEXX037,-5100,FRXX069,-27900
2024-10-10,Paris,8,14,BEXX038,59000,FRXX009,41300,PLXX051,-44500,FRXX064,-55800
2024-10-10,Paris,8,15,FRWC004,18200,DEXX054,6800,FRXX014,-3900,FRXX060,-21100
2024-10-10,Paris,8,16,FRXX006,16200,PLGS001,5700,FRWC005,-4400,FRXX062,-17500
2024-10-10,Paris,8,17,FRXX018,32000,FRXX068,10000,USXX004,-30000,FIXX003,-33600
2024-10-10,Paris,8,18,SEXX007,35200,CAWC002,7000,BEXX007,-14200,FRXX047,-28000
2024-10-10,Paris,8,19,PLKR003,30500,PLGS009,15600,FRXX021,-18000,NLXX014,-28100
2024-10-10,Paris,8,20,FRXX007,41900,JPWC032,10000,DECO004,-3700,GBXX018,-48200
2024-10-10,Paris,8,21,FRXX071,25500,PT00008,13200,SEWRL01,-5100,JPXX002,-33600
2024-10-10,Paris,8,22,NLWC004,50200,UAXX004,8700,FRXX011,-18300,USXX001,-40600
2024-10-10,Paris,8,23,NLXX020,50900,USWC003,-2800,BEXX014,-18300,FRXX040,-29800
2024-10-10,Paris,8,24,ATXX002,18300,BEXX030,8000,PLXX032,-2700,CHXX004,-23600
2024-10-10,Paris,8,25,USWC008,23600,USXX002,10700,BEXX006,-6000,UAXX010,-28300
2024-10-10,Paris,8,26,FRXX052,27100,DEWRL02,7700,FRXX070,-11500,FRXX053,-23300
2024-10-10,Paris,9,1,PLGS001,24100,JPWC008,7400,PLXX032,-10000,NLXX020,-21500
2024-10-10,Paris,9,2,CAXX001,21300,JPWC005,4300,GBXX013,-7300,FIWRL01,-18300
2024-10-10,Paris,9,3,BEXX014,42600,FIXX003,19200,FRXX038,-22300,NLXX014,-39500
2024-10-10,Paris,9,4,FRXX009,22800,FRXX058,4900,PT00009,-5900,FRXX052,-21800
2024-10-10,Paris,9,5,FRXX072,40500,FRXX001,8400,DEWRL02,-13900,UAXX059,-35000
2024-10-10,Paris,9,6,BEXX005,19400,DEXX054,9100,USXX002,-7600,CAXX002,-20900
2024-10-10,Paris,9,7,PLXX051,38500,FRXX065,1100,FRXX021,-12100,FRXX018,-27500
2024-10-10,Paris,9,8,PT00008,40600,USXX001,4000,UAXX010,-15400,USWC003,-29200
2024-10-10,Paris,9,9,BEWRL01,28800,ATXX002,10500,USWC008,-9500,PLKR003,-29800
2024-10-10,Paris,9,10,CNXX001,21500,FRXX007,6700,FRWRL01,-5800,FRWC005,-22400
2024-10-10,Paris,9,11,FRXX071,31200,FRXX006,2800,PLGS004,-11200,FRXX002,-22800
2024-10-10,Paris,9,12,FRXX040,66700,JPXX002,-7700,SEWRL01,-23100,PLXX040,-35900
2024-10-10,Paris,9,13,DEWRL01,29600,BEXX038,9000,FRXX063,-10300,FRXX011,-28300
2024-10-10,Paris,9,14,CAWC002,26800,PLXX016,8300,USXX003,-2300,UAXX004,-32800
2024-10-10,Paris,9,15,FRXX014,25500,SGXX001,11000,CHXX004,-5700,NLWC004,-30800
2024-10-10,Paris,9,16,FRXX044,21400,CHXX007,4100,FRPA001,-6000,FRXX059,-19500
2024-10-10,Paris,9,17,PLGS009,38900,CHWC002,13100,DECO004,-15400,FRXX070,-36600
2024-10-10,Paris,9,18,SEXX007,47400,PLGS002,3100,FRXX022,-9600,GBXX053,-40900
2024-10-10,Paris,9,19,NLXX006,43700,FRXX015,-800,FRXX008,-13100,SEWC001,-29800
2024-10-10,Paris,9,20,USXX004,31300,NLXX015,10600,GBWC002,-13200,BEXX007,-28700
2024-10-10,Paris,9,21,FRXX066,30900,BEXX030,15000,FRXX053,-6500,NLXX007,-39400
2024-10-10,Paris,9,22,JPWC032,29500,FRXX060,6100,FRXX047,-17800,BEXX006,-17800
2024-10-10,Paris,9,23,SGXX002,26200,GBXX018,7400,FRXX068,-5200,FRXX062,-28400
2024-10-10,Paris,9,24,FRXX067,23200,UAXX018,6900,PLKR012,-8700,BEXX037,-21400
2024-10-10,Paris,9,25,PT00001,24000,FRXX036,9000,FRWC004,-11000,SEXX006,-22000
2024-10-10,Paris,9,26,FRXX069,49000,FRXX064,7100,FRXX061,-5800,FRWC006,-50300
2024-10-10,Paris,10,1,NLXX020,28100,PLXX032,13700,PLGS001,-15300,JPWC008,-26500
2024-10-10,Paris,10,2,JPWC005,24300,FIWRL01,8400,CAXX001,-2000,GBXX013,-30700
2024-10-10,Paris,10,3,FRXX038,51400,FIXX003,13700,BEXX014,-14900,NLXX014,-50200
2024-10-10,Paris,10,4,FRXX052,43300,FRXX009,4300,FRXX058,-11100,PT00009,-36500
2024-10-10,Paris,10,5,PLXX051,49600,DEXX054,100,FRXX001,-10600,FRXX072,-39100
2024-10-10,Paris,10,6,DEWRL02,18900,PT00008,8500,BEXX005,-7800,FRXX040,-19600
2024-10-10,Paris,10,7,BEWRL01,27900,USXX002,14700,UAXX059,-1300,CAXX002,-41300
2024-10-10,Paris,10,8,FRXX065,43800,FRXX071,-4300,USXX001,-14400,ATXX002,-25100
2024-10-10,Paris,10,9,DEWRL01,37100,FRXX007,10500,CNXX001,-500,FRXX021,-47100
2024-10-10,Paris,10,10,USWC008,21200,UAXX010,7400,FRXX018,-5500,FRWRL01,-23100
2024-10-10,Paris,10,11,FRXX006,43300,USWC003,100,CAWC002,-14300,PLGS009,-29100
2024-10-10,Paris,10,12,PLGS004,25700,BEXX038,3000,FRXX014,-8300,SEXX007,-20400
2024-10-10,Paris,10,13,PLXX016,23600,PLKR003,12600,JPXX002,-9000,NLXX006,-27200
2024-10-10,Paris,10,14,SGXX001,36700,FRXX044,18100,FRWC005,-20500,FRXX063,-34300
2024-10-10,Paris,10,15,SEWRL01,30200,USXX003,8900,CHWC002,-14500,FRXX002,-24600
2024-10-10,Paris,10,16,PLXX040,28200,CHXX007,10800,CHXX004,-7500,USXX004,-31500
2024-10-10,Paris,10,17,PLGS002,30800,FRXX011,5800,FRPA001,-10900,FRXX066,-25700
2024-10-10,Paris,10,18,UAXX004,36700,FRXX015,21600,JPWC032,-14500,NLWC004,-43800
2024-10-10,Paris,10,19,NLXX015,22400,DECO004,12300,FRXX059,-1500,BEXX030,-33200
2024-10-10,Paris,10,20,FRXX022,23000,FRXX070,11400,SGXX002,-9900,FRXX008,-24500
2024-10-10,Paris,10,21,SEWC001,28000,FRXX053,6200,FRXX060,-10300,FRXX067,-23900
2024-10-10,Paris,10,22,GBWC002,32900,BEXX007,7300,GBXX018,-3400,GBXX053,-36800
2024-10-10,Paris,10,23,FRXX047,28900,PLKR012,14000,FRXX068,-700,BEXX006,-42200
2024-10-10,Paris,10,24,FRXX062,25100,UAXX018,10400,PT00001,-800,NLXX007,-34700
2024-10-10,Paris,10,25,FRXX036,42100,FRWC004,14600,FRXX069,-15100,BEXX037,-41600
2024-10-10,Paris,10,26,SEXX006,26100,FRXX064,7500,FRWC006,-7600,FRXX061,-46000
2024-10-10,Paris,11,1,FIXX003,27800,FRXX009,12300,FRXX052,-7900,NLXX020,-32200
2024-10-10,Paris,11,2,JPWC005,32900,PLGS001,21900,FRXX038,-19700,CAXX001,-35100
2024-10-10,Paris,11,3,FRXX058,37400,PLXX032,6100,BEXX014,-11700,FIWRL01,-31800
2024-10-10,Paris,11,4,GBXX013,24200,PT00009,6000,JPWC008,-6300,NLXX014,-23900
2024-10-10,Paris,11,5,PLXX051,35600,DEWRL02,6400,FRXX065,-12900,BEWRL01,-29100
2024-10-10,Paris,11,6,FRXX001,22900,USXX002,5100,FRXX072,-6100,PT00008,-21900
2024-10-10,Paris,11,7,BEXX005,36500,FRXX006,9600,DEXX054,-10000,DEWRL01,-36100
2024-10-10,Paris,11,8,USWC008,32700,UAXX059,13800,FRXX007,-35900,FRXX040,-30600
2024-10-10,Paris,11,9,USXX001,33700,CNXX001,14700,FRXX071,-6200,UAXX010,-42200
2024-10-10,Paris,11,10,SGXX001,47600,PLXX016,-2400,ATXX002,-17500,PLGS004,-27700
2024-10-10,Paris,11,11,CAXX002,23200,SEWRL01,9800,FRXX018,-1900,USWC003,-31100
2024-10-10,Paris,11,12,BEXX038,46200,FRXX044,12400,PLKR003,-23000,CAWC002,-35600
2024-10-10,Paris,11,13,USXX003,24100,FRWRL01,9800,PLXX040,-2500,FRXX014,-31400
2024-10-10,Paris,11,14,JPXX002,26500,UAXX004,-15400,FRXX021,-10200,PLGS002,-20900
2024-10-10,Paris,11,15,SEXX007,16900,FRXX015,6300,PLGS009,-3800,CHXX007,-19400
2024-10-10,Paris,11,16,NLXX015,35200,FRWC005,21100,FRXX011,-5300,CHXX004,-51000
2024-10-10,Paris,11,17,DECO004,30500,FRXX022,11700,NLXX006,-12200,CHWC002,-30000
2024-10-10,Paris,11,18,FRXX002,50000,FRPA001,8600,GBWC002,-15200,FRXX063,-43400
2024-10-10,Paris,11,19,SEWC001,26500,FRXX059,8900,FRXX047,-4800,USXX004,-30000
2024-10-10,Paris,11,20,FRXX070,28200,FRXX053,5800,JPWC032,-16500,FRXX066,-37500
2024-10-10,Paris,11,21,BEXX007,23000,SGXX002,4400,FRXX060,-7200,FRXX036,-20200
2024-10-10,Paris,11,22,NLWC004,23400,FRXX008,3700,BEXX030,-7300,GBXX018,-19800
2024-10-10,Paris,11,23,UAXX018,18900,FRXX068,8800,PLKR012,-7700,FRXX062,-21000
2024-10-10,Paris,11,24,FRXX067,31200,SEXX006,5600,PT00001,-5300,FRWC004,-31500
2024-10-10,Paris,11,25,FRXX069,20500,GBXX053,6900,BEXX006,-5300,FRXX064,-22100
2024-10-10,Paris,11,26,NLXX007,38200,FRWC006,1900,BEXX037,-14000,FRXX061,-26100
2024-10-10,Paris,12,1,FRXX052,21800,FRXX009,11200,FIXX003,-9800,NLXX020,-23200
2024-10-10,Paris,12,2,CAXX001,31600,JPWC005,2500,FRXX038,-8500,PLGS001,-25600
2024-10-10,Paris,12,3,GBXX013,33700,JPWC008,20200,BEXX014,-15900,FRXX058,-38000
2024-10-10,Paris,12,4,PLXX032,21800,NLXX014,8900,FIWRL01,-9400,PT00009,-21300
2024-10-10,Paris,12,5,BEXX005,40100,PLXX051,9100,FRXX001,-17800,DEWRL02,-31400
2024-10-10,Paris,12,6,FRXX065,34600,FRXX072,22700,USXX002,-4500,USWC008,-52800
2024-10-10,Paris,12,7,UAXX059,23800,DEXX054,9000,SGXX001,-9900,USXX001,-22900
2024-10-10,Paris,12,8,CNXX001,25400,BEWRL01,11100,PT00008,-7100,FRXX006,-29400
2024-10-10,Paris,12,9,DEWRL01,32300,FRXX071,3700,CAXX002,-10700,BEXX038,-25300
2024-10-10,Paris,12,10,FRXX040,41300,FRXX044,11500,SEWRL01,-16000,USXX003,-36800
2024-10-10,Paris,12,11,PLXX016,23400,FRXX002,12900,JPXX002,-8400,FRXX018,-27900
2024-10-10,Paris,12,12,ATXX002,40400,FRWRL01,22300,NLXX015,-20200,FRXX007,-42500
2024-10-10,Paris,12,13,PLXX040,19800,PLGS004,9400,DECO004,-4700,SEXX007,-24500
2024-10-10,Paris,12,14,PLKR003,34600,FRWC005,6300,UAXX010,-9000,USWC003,-31900
2024-10-10,Paris,12,15,FRXX021,18800,SEWC001,6200,FRXX022,-6400,FRXX015,-18600
2024-10-10,Paris,12,16,PLGS009,26200,FRXX070,15100,PLGS002,-11400,UAXX004,-29900
2024-10-10,Paris,12,17,FRXX011,45600,FRXX014,21300,FRPA001,-20100,CAWC002,-46800
2024-10-10,Paris,12,18,NLXX006,20100,CHXX007,9900,FRXX059,-6700,BEXX007,-23300
2024-10-10,Paris,12,19,NLWC004,34700,FRXX047,14900,FRXX053,-17900,GBWC002,-31700
2024-10-10,Paris,12,20,SGXX002,34200,CHWC002,2900,FRXX067,-8800,UAXX018,-28300
2024-10-10,Paris,12,21,FRXX008,36200,JPWC032,2000,FRXX068,-9100,CHXX004,-29100
2024-10-10,Paris,12,22,FRXX060,35900,USXX004,-30000,FRXX063,-12300,BEXX030,-34400
2024-10-10,Paris,12,23,FRXX036,46400,FRXX066,6100,PLKR012,-20900,NLXX007,-31600
2024-10-10,Paris,12,24,FRXX062,31700,GBXX053,17700,GBXX018,-9400,SEXX006,-40000
2024-10-10,Paris,12,25,PT00001,53800,FRWC004,8800,FRXX069,-7400,BEXX006,-55200
2024-10-10,Paris,12,26,FRWC006,38900,FRXX061,16000,FRXX064,-11300,BEXX037,-43600
2024-10-10,Paris,13,1,JPWC005,38900,FRXX009,8700,FIXX003,-11600,CAXX001,-36000
2024-10-10,Paris,14,1,FRXX009,29600,JPWC005,14000,FIXX003,-14700,CAXX001,-28900
2024-10-16,Toruń,1,1,PLTR002,2000,PLTR027,-22000,PLTR023,10900,PLTR031,-10900
2024-10-23,Toruń,1,1,PLTR023,-28600,PLTR031,-12500,PLTR026,10800,PLPZ004,30300
2024-10-23,Toruń,1,2,PLTR015,13500,PLTR033,34000,PLTR004,-29700,PLTR001,-17800
2024-10-28,Toruń,1,1,PLTR002,-31400,PLTR014,-10300,PLTR027,38800,PLTR004,2900
2024-10-29,Toruń,1,1,PLTR014,-19900,PLTR004,5400,PLTR001,-6900,PLTR033,21400
2024-10-29,Toruń,1,2,JPTR001,38200,PLTR031,-27100,PLTR023,-11100,PLTR024,0
2024-10-29,Toruń,2,1,PLTR031,-15700,PLTR023,37500,PLTR014,4100,JPTR001,-25900
2024-11-02,Brussels,1,1,CHXX002,-24400,FRWC005,-10900,FRXX053,26700,SEXX008,8600
2024-11-02,Brussels,1,2,BEXX042,9200,DEXX018,31900,BEXX008,-5300,BEXX005,-35800
2024-11-02,Brussels,1,3,BEWRL05,-23400,FIWC003,8300,BEXX007,-10200,BEXX015,25300
2024-11-02,Brussels,1,4,CHXX005,-21700,FIXX003,-10500,BEWRL04,9000,NLXX008,23200
2024-11-02,Brussels,1,5,BEXX030,-34800,BEXX037,-11200,SEXX003,30700,BEXX012,15300
2024-11-02,Brussels,1,6,FRXX015,-35900,FRXX044,2400,BEXX038,-7900,CHXX004,41400
2024-11-02,Brussels,1,7,FRWRL01,12100,FRXX003,35300,FRXX027,-32300,BEXX003,-15100
2024-11-02,Brussels,1,8,BEXX009,41000,XXWRL01,-37100,FRXX052,-7200,DEWRL02,3300
2024-11-02,Brussels,1,9,BEXX010,-44300,BEXX018,-16900,BEXX031,46200,DECO004,15000
2024-11-02,Brussels,1,10,BEXX002,2000,BEXX011,-8700,FIWRL01,27700,BEXX039,-21000
2024-11-02,Brussels,1,11,BEWRL03,45100,PT00009,-36200,FRXX002,-21900,FRXX004,13000
2024-11-02,Brussels,1,12,GBXX012,2500,BEXX019,-57300,PT00003,34100,BEXX014,20700
2024-11-02,Brussels,1,13,SUB0000,-30000,CHXX001,11400,BEXX034,59500,FRXX014,-35500
2024-11-02,Brussels,1,14,FRXX001,-22500,BEXX040,-11500,FRXX018,25800,BEXX043,-11800
2024-11-02,Brussels,1,15,NLXX014,30700,BEXX041,-12500,PT00012,-27300,BEWRL02,9100
2024-11-02,Brussels,2,1,BEXX042,25600,BEXX030,-35400,FRWC005,-2800,BEXX007,12600
2024-11-02,Brussels,2,2,SEXX008,-27600,BEXX012,4200,FIXX003,34700,FRXX015,-11300
2024-11-02,Brussels,2,3,FRXX003,12600,BEXX034,27400,BEXX018,-28100,CHXX005,-11900
2024-11-02,Brussels,2,4,PT00009,7700,FIWC003,19000,FRXX001,-7900,BEXX038,-18800
2024-11-02,Brussels,2,5,BEXX011,-20800,BEXX019,3500,DEWRL02,-9300,NLXX008,26600
2024-11-02,Brussels,2,6,FIWRL01,26300,BEXX043,5600,DEXX018,-5200,FRXX044,-26700
2024-11-02,Brussels,2,7,BEXX014,6200,FRWRL01,-7200,FRXX004,-30000,BEXX008,31000
2024-11-02,Brussels,2,8,BEXX010,-27700,BEXX002,8700,SUB0000,-30000,FRXX053,-6500
2024-11-02,Brussels,2,9,BEXX031,38000,FRXX027,-36100,BEWRL03,11700,BEXX009,-13600
2024-11-02,Brussels,2,10,CHXX004,35900,BEXX003,-62300,PT00012,-6300,BEXX015,12700
2024-11-02,Brussels,2,11,GBXX012,-36700,FRXX052,35800,FRXX014,7800,BEXX041,-6900
2024-11-02,Brussels,2,12,PT00003,27900,BEWRL02,-4700,DECO004,-30600,BEWRL05,7400
2024-11-02,Brussels,2,13,CHXX001,-12700,FRXX018,10600,SEXX003,-28500,BEXX039,30600
2024-11-02,Brussels,2,14,BEWRL04,93200,CHXX002,-78400,BEXX040,-25900,XXWRL01,11100
2024-11-02,Brussels,2,15,FRXX002,36500,NLXX014,0,BEXX005,-10900,BEXX037,-45600
2024-11-02,Brussels,3,1,BEXX014,5100,DEWRL02,-9600,BEXX034,-24400,BEXX010,28900
2024-11-02,Brussels,3,2,BEXX005,11200,SEXX003,26000,FIWC003,-34700,CHXX004,-2500
2024-11-02,Brussels,3,3,BEWRL05,-10800,PT00012,-38500,DEXX018,16000,FRXX004,33300
2024-11-02,Brussels,3,4,CHXX002,4600,FRXX014,22700,FIXX003,-5600,BEXX039,-21700
2024-11-02,Brussels,3,5,BEXX042,36000,BEXX037,-16200,BEXX040,12700,BEXX038,-32500
2024-11-02,Brussels,3,6,CHXX001,12400,BEWRL04,-36600,BEXX002,200,BEXX009,24000
2024-11-02,Brussels,3,7,BEXX015,-12700,BEXX008,30900,FRXX015,15500,FRXX002,-33700
2024-11-02,Brussels,3,8,GBXX012,31100,BEXX031,8400,FRXX003,-14400,NLXX014,-25100
